filename,background,aeroplane,bicycle,bird,boat,bottle,bus,car,cat,chair,cow,diningtable,dog,horse,motorbike,person,potted plant,sheep,sofa,train,tv/monitor,Red,Red instances,Yellow,Yellow instances,Green,Green instances,Cyan,Cyan instances,Blue,Blue instances,Magenta,Magenta instances
aleksey-savrasov_courtyard-spring-1853,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7380381471389645,10,0,0,0.0018092643051771118,5,0,0,0.07380381471389647,7,0.1863487738419619,7
aleksey-savrasov_dimensions-and-material-of-painting-1868,0.9953306420607458,0,0,1.922337562475971e-06,0,0,0,0,0,0,0.003881199538638985,0,0,0,0,0,0,0.0007862360630526721,0,0,0,0.846276432141484,10,1.922337562475971e-05,1,0.028023836985774698,5,0.003225682429834679,3,0.08615916955017301,3,0.0362956555171088,7
aleksey-savrasov_early-spring-1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.814740932642487,10,0.0007150259067357514,2,0.12124870466321244,5,0.03804663212435233,9,0.00022797927461139898,1,0.025020725388601037,7
aleksey-savrasov_early-spring-thaw-1885,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.811741770533717,10,4.1546820070310004e-05,1,0.030680728667305843,6,0.09630552892297858,9,0.0033109619686800896,1,0.05791946308724833,7
aleksey-savrasov_elk-island,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7914126213592232,10,9.70873786407767e-06,2,0.010223300970873787,1,0,0,0.13655339805825242,4,0.06180097087378641,7
aleksey-savrasov_evening-1877,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8935338753387535,10,4.336043360433604e-05,1,0.002867208672086721,3,0,0,0.030097560975609755,5,0.07345799457994578,5
aleksey-savrasov_forest-near-the-lake-illuminated-by-the-sun-1856,0.9953775510204081,0,0,0,0,0,0,0,0,0,0,0,0,0.004622448979591837,0,0,0,0,0,0,0,0.059556122448979586,9,0,0,6.122448979591838e-05,3,0,0,0.6385510204081633,8,0.30183163265306123,6
aleksey-savrasov_gulf-of-finland-1854,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9939034482758621,10,0,0,0,0,0,0,0.0005448275862068965,4,0.005551724137931035,5
aleksey-savrasov_kutuzovskaya-hut-at-fili,0.9950404984423676,0,0,0,0.002616822429906542,0,0,0,0,0,0,0,0,0,0,0.0023426791277258567,0,0,0,0,0,0.57797507788162,9,3.115264797507788e-05,1,0.023912772585669786,6,0.38680373831775705,7,0,0,0.011277258566978194,5
aleksey-savrasov_landscape-with-a-house,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9622959641255606,10,0,0,0.0002959641255605381,3,0.00010762331838565022,1,0.01865470852017937,5,0.018645739910313902,7
aleksey-savrasov_landscape-with-a-mill-1861,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20904117647058823,5,0,0,0.0011294117647058825,4,1.1764705882352942e-05,1,0.5122705882352941,7,0.2775470588235294,7
aleksey-savrasov_landscape-with-church-and-the-ruins-1861,0.9999285714285714,0,0,0,0,7.142857142857143e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48969230769230765,8,0,0,0,0,0,0,0.015313186813186812,5,0.4949945054945055,7
aleksey-savrasov_landscape-with-hut,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9927037037037039,10,0,0,3.08641975308642e-05,2,0,0,0.0002345679012345679,5,0.007030864197530864,7
aleksey-savrasov_lell-1883,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5391364902506965,10,0,0,0.030623955431754876,7,0.2189192200557103,9,0.040367688022284125,1,0.17095264623955433,7
aleksey-savrasov_monastery-gates-1875,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5028442211055276,10,0,0,0.014472361809045226,6,0.014175879396984925,4,0.23493969849246232,5,0.23356783919597987,7
aleksey-savrasov_moonlit-night-1853,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20685043988269794,9,0,0,0,0,0,0,0.2719354838709677,5,0.5212140762463343,5
aleksey-savrasov_motives-of-the-russian-landscape,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9760833333333333,10,0,0,0,0,0,0,2.564102564102564e-05,1,0.023891025641025642,7
aleksey-savrasov_near-the-village-of-st-michael-pskov-province,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5544294478527607,10,3.067484662576687e-05,2,0.0025950920245398773,3,0.41257055214723926,7,6.134969325153374e-06,1,0.030368098159509208,7
aleksey-savrasov_night-on-the-sparrow-hills-1881,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4308988764044944,10,0,0,0.030853932584269664,7,0.09820224719101123,7,0.32865168539325845,1,0.11139325842696628,7
aleksey-savrasov_oak,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9844999999999999,10,1.2658227848101267e-05,1,1.2658227848101267e-05,1,0,0,0.0007594936708860759,4,0.014715189873417722,7
aleksey-savrasov_oaks,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9097989949748745,10,0.00010050251256281407,3,0.07653768844221105,3,0.00314070351758794,3,0,0,0.010422110552763817,4
aleksey-savrasov_rafts-1868,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20443005181347146,9,0.17530051813471503,1,0.27953367875647667,7,0.2952072538860104,9,0.000699481865284974,1,0.04482901554404145,6
aleksey-savrasov_rooks-arrived-landscape-with-church-1894,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4263699421965318,10,0,0,0.0002716763005780347,3,5.780346820809249e-06,1,0.03824855491329479,7,0.5351040462427746,7
aleksey-savrasov_rye-1881-1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7532708333333332,7,0,0,0.0035555555555555553,3,0.014381944444444445,5,0.06670833333333334,2,0.16208333333333336,5
aleksey-savrasov_rye-1881,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3451253644314868,10,0.006717201166180758,1,0.1811253644314869,6,0.4234402332361516,10,0.00121865889212828,1,0.0423731778425656,6
aleksey-savrasov_spring-1880,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4771122994652407,10,5.347593582887701e-06,1,0.015278074866310162,6,0.23186096256684496,7,0.0603475935828877,2,0.2153957219251337,7
aleksey-savrasov_spring-1883,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4348663243626062,10,0.010083215297450425,3,0.058184313031161464,4,0.3343218838526912,7,0.036185375354107645,2,0.12635888810198304,7
aleksey-savrasov_spring-is-coming-1874,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6647360594795539,10,0,0,0.0023643122676579925,5,0.1228996282527881,3,0.0141635687732342,4,0.19583643122676583,7
aleksey-savrasov_spring-kitchen-gardens-1893,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43199182658137875,9,0.5402096659559346,8,0,0,0.024098258706467663,4,3.997867803837953e-05,2,0.003660270078180526,7
aleksey-savrasov_spring-landscape-1890-1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9323840579710145,10,0,0,0,0,0,0,5.797101449275362e-05,3,0.06755797101449275,7
aleksey-savrasov_spring-landscape-1890,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,10,0,0,0,0,0,0,0,0,0,0
aleksey-savrasov_spring-thaw,0.9954064171122995,0,0,0,0.004593582887700535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34048128342245987,9,0.0048823529411764705,1,0.28772727272727266,7,0.3399679144385026,9,5.347593582887701e-06,1,0.026935828877005352,7
aleksey-savrasov_spring-the-rooks-have-arrived-1872,0.9998327526132404,0,0,0,0,0,0,0,0,0,0,0,0,0.0001672473867595819,0,0,0,0,0,0,0,0.6515679442508712,10,6.968641114982578e-06,1,0.010285714285714285,5,0.20568641114982578,8,0.005031358885017422,2,0.12742160278745646,7
aleksey-savrasov_spring,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26863692181743754,6,0.11474416700777736,7,0.1984227043252831,3,0.4180161004229772,6,0,0,0.00018010642652476464,4
aleksey-savrasov_strongly-melts-1894,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4858753541076487,8,0.046016997167138814,1,0.007541076487252125,5,0,0,0.02375070821529745,6,0.4368158640226629,7
aleksey-savrasov_stumps-1854,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9046560509554141,10,0,0,0.00033121019108280254,4,0.0008598726114649681,2,0.005159235668789809,5,0.08899363057324841,7
aleksey-savrasov_summer-day-1874,0.9539934210526316,0,0,0.045421052631578945,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005855263157894737,0,0,0,0.947282894736842,10,0.00025,2,0.020993421052631578,3,0.011736842105263158,3,0.0005131578947368421,3,0.019223684210526316,5
aleksey-savrasov_summer-landscape-with-pine-trees-near-the-river-1878,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6305340050377833,10,5.0377833753148614e-06,1,0.0004433249370277078,3,0,0,0.10750125944584381,7,0.26151637279596973,7
aleksey-savrasov_sundown-over-a-marsh-1871,0.9998852942441607,0,0,0,0,0,0,0,0,0,0,0.00011470575583923988,0,0,0,0,0,0,0,0,0,0.34754410197341695,10,0.002047975682379762,2,0.38006557345708814,5,0.2463377797745076,9,0,0,0.024004569112607597,7
aleksey-savrasov_sunset-1875,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5666220548414205,6,0.39515702325002333,3,0.02099868239492878,4,0.016895431956591656,6,5.187421540249203e-06,1,0.00032162013549545063,3
aleksey-savrasov_sunset,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6699548022598869,10,0,0,0.0343728813559322,6,0.1339322033898305,6,0.024169491525423727,3,0.1375706214689265,7
aleksey-savrasov_the-road-in-the-woods-1871,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6612569974554708,10,1.5267175572519083e-05,2,0.0018727735368956743,3,0.011078880407124682,2,0.11714503816793892,6,0.20863104325699747,7
aleksey-savrasov_the-volga-river-vistas,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9847095336436931,13,0.0022168550993501113,1,0.013061943598539209,6,0,0,1.1667658417632165e-05,1
aleksey-savrasov_tomb-on-the-banks-of-the-volga-1871,0.8998962264150944,0,7.547169811320755e-05,0,0.018566037735849056,0.0009386792452830188,0,0,0,0.00015566037735849058,0,0.07241509433962263,0,0,0,0,0,0,0,0,0,0.9780801886792453,10,0,0,0.007523584905660377,1,0.010863207547169811,1,0,0,0.003533018867924528,4
aleksey-savrasov_trees-by-the-river-1861,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.620578125,7,0,0,0,0,0,0,0.0013177083333333333,3,0.37810416666666674,7
aleksey-savrasov_type-in-a-village-near-moscow-kuntsevo-1855,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4876403940886699,9,4.926108374384236e-06,1,0.005305418719211824,5,4.926108374384237e-05,1,0.3232758620689655,8,0.18372413793103448,6
aleksey-savrasov_type-in-the-swiss-alps-mount-small-ruhen-1862,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43870854271356785,10,0,0,0.02541206030150754,6,0.17263819095477387,8,0.07510552763819095,2,0.28813567839195986,7
aleksey-savrasov_type-of-kiev-from-the-dnieper-to-the-pechersk-lavra-1852,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47175401069518713,10,0,0,0.0007967914438502673,4,1.60427807486631e-05,3,0.2543368983957219,7,0.273096256684492,7
aleksey-savrasov_type-of-volga-under-yurievts,0.9981928374655648,0,0,0.0013002754820936639,1.1019283746556474e-05,0,0,0,0.0004958677685950413,0,0,0,0,0,0,0,0,0,0,0,0,0.2889752066115702,10,0,0,0.05852341597796143,7,0.5991570247933884,10,0,0,0.0533443526170799,7
aleksey-savrasov_ukrainian-landscape,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.452494623655914,9,0.045672043010752686,1,0.002403225806451613,4,3.763440860215054e-05,1,0.25276881720430106,4,0.2466236559139785,7
aleksey-savrasov_view-in-the-neighbourhood-of-oranienbaum-1854,0.9925840707964602,0,0,0,0,0,0,0,0,0,0.007415929203539823,0,0,0,0,0,0,0,0,0,0,0.6090973451327433,9,0.0027020648967551624,1,0.33223598820059,6,0.05345132743362832,10,0,0,0.002513274336283186,5
aleksey-savrasov_volga-1870-1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.996265306122449,10,0.0006258503401360544,2,0.0004489795918367347,1,0.0003061224489795918,1,0.00038095238095238096,2,0.0019727891156462586,6
aleksey-savrasov_volga-1870,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37056249999999996,8,0.021468749999999998,2,0.022175,6,0.50368125,7,0.0022,2,0.07991249999999998,7
aleksey-savrasov_willow-by-the-pond-1872,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8504069478908188,8,0.1412655086848635,4,0,0,0,0,0.00010918114143920595,1,0.008218362282878412,3
aleksey-savrasov_winter-landscape-1871,0.99390625,0,0,0.00609375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156765625,10,0,0,0.00096875,5,0.08259375,5,0.4951197916666667,4,0.26455208333333335,7
aleksey-savrasov_winter-landscape-rime,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05252879581151833,3,0.3647853403141362,7,0.5605916230366492,5,0.021607329842931934,6,2.094240837696335e-05,1,0.0004659685863874345,3
aleksey-savrasov_winter-night-1869,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3525520581113801,10,0,0,0.03276513317191283,6,0.22462469733656173,5,0.11869249394673123,5,0.2713656174334141,7
aleksey-savrasov_wooded-banks-of-the-moskva-river-1859,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9473982808022922,10,0.003862464183381089,2,0.01039541547277937,3,0.02101432664756447,4,0.0032779369627507163,1,0.01405157593123209,5
alexey-bogolyubov_baku-1861,0.9647417582417582,0,0,0,0,0.018450549450549452,0,0,0,0,0,0,0,0,0,0.016807692307692308,0,0,0,0,0,0.5625824175824176,7,0.21533516483516485,4,0.043483516483516484,5,0.173489010989011,8,0,0,0.00510989010989011,3
alexey-bogolyubov_battle-of-krasnaya-gorka-1866,0.9998448988970589,0,0,0,0,0,0,0,0,0,0,0,0,0.00015510110294117646,0,0,0,0,0,0,0,0.9994198069852941,8,0.0001953125,1,0,0,0,0,0.00033892463235294116,1,4.5955882352941176e-05,1
alexey-bogolyubov_easter-procession-in-yaroslavl-1863,0.9600161498708011,0,0,0,0.033099160206718346,0,0,0,0,0,0,0,0,0,0,0.00688468992248062,0,0,0,0,0,0.5690358527131782,9,0.05288113695090439,2,0.3299628552971577,6,0.04388404392764858,10,0,0,0.004236111111111111,7
alexey-bogolyubov_norman-city-1879,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021958762886597937,3,0.34832989690721644,8,0.37051546391752577,5,0.2355257731958763,9,0,0,0.023670103092783508,6
alexey-bogolyubov_the-battle-of-gangut-july-27-1714-1877,0.997305294500791,0,0,0,0.0026947054992090816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15882944077416952,6,0.5051567879408208,3,0.23142830557364846,7,0.06182190378710338,8,0.01157346236158928,2,0.031190099562668654,6
alexey-bogolyubov_vel-normandy-1880,0.947932098765432,0,0,0,0.0075246913580246915,0,0,0,0,0,0,0,0,0.0005061728395061728,0,0.001574074074074074,0,0,0,0.042462962962962966,0,0.24009876543209877,10,0,0,0.5862654320987656,7,0.11769753086419754,10,0,0,0.05593827160493828,7
alexey-bogolyubov_wreck-of-livadia-fragment-1878,0.9175154449824678,0,0,0,0.08248455501753214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5033185840707964,7,0.2616254800467524,5,0.20216229754550008,3,0.026319084989146774,7,0,0,0.006574553347804308,3
alexey-venetsianov_a-herd-boy-with-a-pipe-1,0.6361978021978022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1815934065934066,0,0,0.18220879120879122,0,0,0.831153846153846,7,0.16263736263736264,8,0,0,0.0002747252747252747,1,1.0989010989010989e-05,1,0.005923076923076923,3
alexey-venetsianov_a-peasant-girl-with-embroidery,0.3696883404524601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63031165954754,0,0,0,0,0,0.9212940990349628,9,0.05483309602910932,6,0.019933554817275746,1,0.002009175763328587,1,0,0,0.0019300743553235249,2
alexey-venetsianov_a-peasant-woman-with-a-child,0.35444664031620554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6455533596837945,0,0,0,0,0,0.8132213438735177,7,3.9525691699604744e-05,2,0.01458498023715415,1,0,0,0.042292490118577074,1,0.1298616600790514,3
alexey-venetsianov_a-peasant-woman-with-scythe-and-rake,0.5793185185185186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4206814814814815,0,0,0,0,0,0.9850814814814814,10,0.0005185185185185185,3,0.0031703703703703703,3,0.008074074074074074,5,1.4814814814814815e-05,1,0.0031407407407407404,5
alexey-venetsianov_checkered-shawl,0.17130489864864865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8286951013513514,0,0,0,0,0,0.3101773648648649,10,0,0,0.02257179054054054,6,0.5434121621621624,10,0.048141891891891886,2,0.07569679054054056,6
alexey-venetsianov_communion-of-dying,0.6635980592441266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33623169901259786,0,0,0.00017024174327545113,0,0,0.8998680626489617,10,0,0,0.0014640789921688798,3,4.2560435818862785e-06,1,0.002532345931222336,1,0.09613125638406537,3
alexey-venetsianov_head-of-an-old-peasant,0.29577599662922427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7042240033707757,0,0,0,0,0,0.9103967364761987,6,0,0,0,0,0,0,0.00042134696965344214,1,0.08918191655414788,3
alexey-venetsianov_old-nurse-in-shlychkov,0.6176408211740754,0,0,0.14880810994231422,0,0,0,0,0,0,0,0,0,0.006731421784865965,0,0.2268196470987445,0,0,0,0,0,0.9819519850695622,9,0,0,0.00333389888021717,1,0.0004665761791652528,1,0,0,0.01424753987105531,3
alexey-venetsianov_peasant-boy-putting-on-bast-sandals-1827,0.7731543624161074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20288746683315123,0,0,0.023958170750741376,0,0,0.9815670360543156,10,0,0,0,0,0,0,1.5607928827844544e-05,1,0.01841735601685656,3
alexey-venetsianov_peasant-boy,0.1975187165775401,0,0,0,0,0,0,0,0.054588235294117646,0,0,0,0,0,0,0.7478930481283422,0,0,0,0,0,0.5638930481283424,7,2.1390374331550803e-05,1,0.031294117647058826,3,0.35452406417112303,5,0.00023529411764705883,1,0.050032085561497325,5
alexey-venetsianov_peasant-woman-with-milk,0.48008342699057666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49225166421716954,0,0,0.027664908792253827,0,0,0.997946745050575,9,2.16132099939483e-05,1,0,0,8.64528399757932e-05,1,0,0,0.001945188899455347,4
alexey-venetsianov_peter-the-great-founding-of-st-petersburg,0.8013333333333333,0,0,0,0,0,0,0,0,0,0,0,0,2.150537634408602e-05,0,0.19864516129032259,0,0,0,0,0,0.7240430107526882,9,0.03165591397849462,2,0.04933333333333333,4,0.1412043010752688,4,0,0,0.053763440860215055,3
alexey-venetsianov_portrait-of-marfa-venetsianova,0.49998148148148147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5000185185185185,0,0,0,0,0,0.978574074074074,9,0.0035370370370370373,3,0.009333333333333334,1,0.0009074074074074074,3,0,0,0.007648148148148149,6
alexey-venetsianov_portret-of-v-s-putyatina,0.7131281593815046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2868718406184954,0,0,0,0,0,0.9991971454058877,8,2.9735355337496283e-05,2,0,0,0,0,0,0,0.0007731192387749033,1
